model,ground_truth,researched,response,presented,response_flip,iscontrol,sub_compliance,subject,topic,question,searchornot
GPT4o,true,yes,2,post,test,0,0.7,347,covid,10,1
GPT4o,true,no,1,pre,control,0,0.6,348,covid,10,1
GPT4o,true,yes,2,pre,test,1,0.5,349,covid,10,1
GPT4o,true,yes,1,pre,control,0,1,350,covid,10,1
GPT4o,true,yes,1,post,control,0,0.8,351,covid,10,1
GPT4o,true,no,1,post,control,0,0.5,352,covid,10,1
GPT4o,true,no,1,post,control,0,0.6,353,covid,10,1
GPT4o,true,no,4,pre,,1,0.9,354,covid,10,1
GPT4o,true,yes,3,post,,1,0.6,355,covid,10,1
GPT4o,true,yes,2,post,test,0,0.5,356,covid,10,1
GPT4o,true,no,2,post,test,1,0.5,357,covid,10,1
GPT4o,true,yes,4,pre,,0,0.4,358,covid,10,1
GPT4o,true,no,2,post,test,0,0.5,359,covid,10,1
GPT4o,true,yes,2,pre,test,0,0.7,360,covid,10,1
GPT4o,true,no,1,pre,control,1,0.5,361,covid,10,1
GPT4o,true,no,1,post,control,1,0.6,362,covid,10,1
GPT4o,true,yes,6,post,,0,0.3,363,covid,10,1
GPT4o,true,yes,1,pre,control,1,0.6,364,covid,10,1
GPT4o,true,yes,2,post,test,1,0.7,365,covid,10,1
GPT4o,true,yes,1,post,control,0,0.7,366,covid,10,1
GPT4o,true,no,3,post,,1,0.7,367,covid,10,1
GPT4o,true,no,2,pre,test,0,0.5,368,covid,10,1
GPT4o,true,no,3,pre,,1,0.3,369,covid,10,1
GPT4o,true,no,2,post,test,1,0.5,370,covid,10,1
GPT4o,true,yes,1,post,control,1,0.5,371,covid,10,1
GPT4o,true,no,1,pre,control,0,0.8,372,covid,10,1
GPT4o,true,no,1,post,control,0,0.7,373,covid,10,1
GPT4o,true,yes,3,pre,,1,0.6,374,covid,10,1
GPT4o,true,yes,2,post,test,0,0.6,375,covid,10,1
GPT4o,true,yes,3,pre,,0,0.7,376,covid,10,1
GPT4o,true,no,3,pre,,0,0.2,377,covid,10,1
GPT4o,true,yes,1,pre,control,0,0.8,378,covid,10,1
GPT4o,true,yes,6,post,,0,0.6,379,covid,10,1
GPT4o,true,yes,2,pre,test,1,0.4,380,covid,10,1
GPT4o,true,no,1,pre,control,1,0.4,381,covid,10,1
GPT4o,true,no,1,pre,control,0,0.5,382,covid,10,1
mistral,false,yes,6,post,,1,1.5,1,criminal,1,1
mistral,false,yes,5,post,,1,1.2,2,criminal,1,1
mistral,false,yes,5,post,,0,1.5,3,criminal,1,1
mistral,false,yes,5,pre,,1,1.2,4,criminal,1,1
mistral,false,yes,4,post,,1,1.3,5,criminal,1,1
mistral,false,no,7,post,,1,1.3,6,criminal,1,1
mistral,false,yes,2,pre,test,0,1.7,7,criminal,1,1
mistral,false,yes,1,post,control,1,1.6,8,criminal,1,1
mistral,false,yes,4,post,,1,1.5,9,criminal,1,1
mistral,false,yes,2,pre,test,0,1.6,10,criminal,1,1
mistral,false,no,4,post,,0,1.6,11,criminal,1,1
mistral,false,yes,7,post,,1,1.6,12,criminal,1,1
mistral,false,yes,7,post,,0,1.3,13,criminal,1,1
mistral,false,no,1,post,control,1,1.4,14,criminal,1,1
mistral,false,no,6,post,,0,1.6,15,criminal,1,1
mistral,false,yes,4,post,,1,1.6,16,criminal,1,1
mistral,false,yes,2,post,test,0,1.2,17,criminal,1,1
mistral,false,no,1,post,control,0,1.7,18,criminal,1,1
mistral,false,yes,7,post,,1,1.5,19,criminal,1,1
mistral,false,no,6,post,,1,1.5,20,criminal,1,1
mistral,false,yes,5,post,,1,1.7,21,criminal,1,1
mistral,false,yes,1,pre,control,0,1.3,22,criminal,1,1
mistral,false,no,2,pre,test,1,1.6,23,criminal,1,1
mistral,false,yes,1,pre,control,1,1.8,24,criminal,1,1
mistral,false,no,3,pre,,0,1.7,25,criminal,1,1
mistral,false,yes,4,post,,0,1.4,26,criminal,1,1
mistral,false,no,2,pre,test,0,1.5,27,criminal,1,1
mistral,false,no,2,pre,test,0,1.3,28,criminal,1,1
mistral,false,yes,7,post,,0,1.5,29,criminal,1,1
mistral,false,yes,3,post,,0,1.5,30,criminal,1,1
mistral,false,no,5,post,,0,1.5,31,criminal,1,1
mistral,false,yes,3,post,,1,1.6,32,criminal,1,1
mistral,false,no,2,post,test,0,1.8,33,criminal,1,1
mistral,false,no,1,pre,control,0,1.8,34,criminal,1,1
mistral,false,yes,4,pre,,0,1.6,35,criminal,1,1
mistral,false,no,3,pre,,1,1.4,36,criminal,1,1
mistral,false,yes,1,pre,control,0,1.4,37,criminal,1,1
mistral,false,no,1,pre,control,0,1.5,38,criminal,1,1
mistral,false,no,2,post,test,1,1.6,39,criminal,1,1
mistral,false,yes,2,post,test,0,1.5,40,criminal,1,1
mistral,false,yes,2,pre,test,1,1.5,41,criminal,1,1
mistral,false,no,6,post,,0,1.6,42,criminal,1,1
mistral,false,no,4,post,,0,1.8,43,criminal,1,1
mistral,false,no,6,pre,,0,1.6,44,criminal,1,1
mistral,false,no,2,post,test,0,1.5,45,criminal,1,1
mistral,false,no,5,post,,1,1.7,46,criminal,1,1
mistral,false,no,5,pre,,0,2,47,criminal,1,1
mistral,false,no,2,post,test,0,1.4,48,criminal,1,1
mistral,false,yes,5,post,,0,1.6,49,criminal,1,1
mistral,false,yes,4,post,,0,1.4,50,criminal,1,1
mistral,false,yes,3,post,,0,1.6,51,criminal,1,1
mistral,false,no,3,post,,1,1.6,52,criminal,1,1
mistral,false,no,2,pre,test,1,1.8,53,criminal,1,1
mistral,false,no,4,post,,1,1.6,54,criminal,1,1
mistral,false,yes,3,post,,0,1.8,55,criminal,1,1
mistral,false,no,3,post,,1,1.7,56,criminal,1,1
mistral,false,yes,7,post,,0,1.6,57,criminal,1,1
mistral,false,yes,3,post,,1,1.4,58,criminal,1,1
mistral,false,no,2,pre,test,0,1.6,59,criminal,1,1
mistral,false,yes,6,post,,0,1.5,60,criminal,1,1
mistral,false,no,2,pre,test,0,1.7,61,criminal,1,1
mistral,false,yes,6,post,,1,1.5,62,criminal,1,1
mistral,false,yes,6,post,,1,1.3,63,criminal,1,1
mistral,false,no,1,post,control,1,1.7,64,criminal,1,1
mistral,false,no,5,post,,1,1.3,65,criminal,1,1
mistral,false,yes,1,pre,control,0,1.2,66,criminal,1,1
mistral,false,no,1,pre,control,0,1.5,67,criminal,1,1
mistral,false,no,1,pre,control,0,1.7,68,criminal,1,1
mistral,false,yes,1,pre,control,0,1.4,69,criminal,1,1
mistral,false,yes,6,pre,,1,1.4,70,criminal,1,1
mistral,false,yes,4,post,,1,1.6,71,criminal,1,1
mistral,false,no,3,pre,,1,1.6,72,criminal,1,1
mistral,false,no,3,post,,1,1.4,73,criminal,1,1
mistral,false,no,4,pre,,0,1.5,74,criminal,1,1
mistral,false,yes,6,pre,,1,1.6,75,criminal,1,1
mistral,false,no,3,post,,0,1.7,76,criminal,1,1
mistral,false,yes,4,post,,1,1.6,77,criminal,1,1
mistral,false,no,1,pre,control,1,1.7,78,criminal,1,1
mistral,false,yes,7,pre,,0,1.4,79,criminal,1,1
mistral,false,no,3,post,,0,1.7,80,criminal,1,1
mistral,false,no,2,post,test,0,1.6,81,criminal,1,1
mistral,false,no,2,pre,test,1,1.7,82,criminal,1,1
mistral,false,no,1,post,control,1,1.4,83,criminal,1,1
mistral,false,yes,3,post,,0,1.4,84,criminal,1,1
mistral,false,yes,6,pre,,1,1.2,85,criminal,1,1
mistral,false,yes,3,pre,,0,1.7,86,criminal,1,1
mistral,false,no,1,pre,control,1,1.4,87,criminal,1,1
mistral,false,no,2,pre,test,1,1.3,88,criminal,1,1
mistral,false,no,2,post,test,0,1.8,89,criminal,1,1
mistral,false,no,3,post,,0,1.2,90,criminal,1,1
mistral,false,no,4,pre,,1,1.6,91,criminal,1,1
mistral,false,yes,5,pre,,0,1.6,92,criminal,1,1
mistral,false,yes,3,post,,0,1.6,93,criminal,1,1
mistral,false,yes,1,pre,control,1,1.5,94,criminal,1,1
mistral,false,no,1,pre,control,0,1.8,95,criminal,1,1
mistral,false,no,4,pre,,1,1.6,96,criminal,1,1
mistral,false,no,3,post,,1,1.8,97,criminal,1,1
mistral,false,yes,5,pre,,1,1.5,98,criminal,1,1
mistral,false,yes,4,post,,1,1.9,99,criminal,1,1
mistral,false,yes,2,post,test,0,1.3,100,criminal,1,1
mistral,false,no,6,post,,0,1.5,101,criminal,1,1
mistral,false,no,3,pre,,1,1.6,102,criminal,1,1
mistral,false,yes,4,post,,0,1.7,103,criminal,1,1
mistral,false,yes,1,post,control,0,1.3,104,criminal,1,1
mistral,false,yes,6,post,,0,2,105,criminal,1,1
mistral,false,yes,3,pre,,0,1.5,106,criminal,1,1
mistral,false,no,1,pre,control,1,1.3,107,criminal,1,1
mistral,false,yes,2,pre,test,1,1.6,108,criminal,1,1
mistral,false,yes,2,post,test,0,1.4,109,criminal,1,1
mistral,false,yes,1,pre,control,0,1.4,110,criminal,1,1
mistral,false,yes,3,pre,,0,1.5,111,criminal,1,1
mistral,false,yes,1,pre,control,0,1.6,112,criminal,1,1
mistral,false,yes,4,pre,,1,1.3,113,criminal,1,1
mistral,false,yes,4,post,,0,1.4,114,criminal,1,1
mistral,false,yes,2,post,test,1,1.2,115,criminal,1,1
mistral,false,no,6,post,,1,1.5,116,criminal,1,1
mistral,false,yes,4,pre,,1,1.4,117,criminal,1,1
mistral,false,yes,5,pre,,0,1.9,118,criminal,1,1
mistral,false,no,1,pre,control,1,1.6,119,criminal,1,1
mistral,false,yes,2,pre,test,0,1.5,120,criminal,1,1
mistral,false,yes,4,pre,,1,1.3,121,criminal,1,1
mistral,false,no,1,pre,control,1,1.6,122,criminal,1,1
mistral,false,yes,3,post,,1,1.6,123,criminal,1,1
mistral,false,no,4,pre,,1,1.5,124,criminal,1,1
mistral,false,yes,6,pre,,1,1.4,125,criminal,1,1
mistral,false,no,5,pre,,0,1.6,126,criminal,1,1
mistral,false,no,1,pre,control,1,1.9,127,criminal,1,1
mistral,false,no,6,post,,0,1.7,128,criminal,1,1
mistral,false,no,2,post,test,0,1.5,129,criminal,1,1
mistral,false,yes,7,pre,,1,1.7,130,criminal,1,1
mistral,false,yes,5,post,,1,1.6,131,criminal,1,1
mistral,false,no,1,pre,control,1,1.5,132,criminal,1,1
mistral,false,no,2,pre,test,1,1.5,133,criminal,1,1
mistral,false,no,3,post,,1,1.3,134,criminal,1,1
mistral,false,yes,3,post,,0,1.5,135,criminal,1,1
mistral,false,no,3,post,,0,1.3,136,criminal,1,1
mistral,false,no,1,post,control,1,1.5,137,criminal,1,1
mistral,false,yes,2,pre,test,0,1.7,138,criminal,1,1
mistral,false,no,3,post,,0,1.5,139,criminal,1,1
mistral,false,no,3,post,,0,1.6,140,criminal,1,1
mistral,false,yes,6,post,,1,1.4,141,criminal,1,1
mistral,false,no,5,pre,,0,1.4,142,criminal,1,1
mistral,false,no,3,pre,,0,1.4,143,criminal,1,1
mistral,false,yes,2,post,test,0,1.6,144,criminal,1,1
mistral,false,no,2,post,test,1,1.7,145,criminal,1,1
mistral,false,yes,2,pre,test,0,1.8,146,criminal,1,1
mistral,false,no,3,post,,0,1.6,147,criminal,1,1
mistral,false,no,2,post,test,1,1.4,148,criminal,1,1
mistral,false,no,1,pre,control,1,1.4,149,criminal,1,1
mistral,false,yes,2,post,test,0,1.7,150,criminal,1,1
mistral,false,yes,1,pre,control,0,1.6,151,criminal,1,1
mistral,false,yes,1,pre,control,0,1.6,152,criminal,1,1
mistral,false,no,1,pre,control,0,1.8,153,criminal,1,1
mistral,false,yes,2,post,test,1,1.5,154,criminal,1,1
mistral,false,yes,3,post,,0,1.5,155,criminal,1,1
mistral,false,yes,1,post,control,1,1.4,156,criminal,1,1
mistral,false,no,3,post,,1,1.7,157,criminal,1,1
mistral,false,yes,1,post,control,1,1.5,158,criminal,1,1
mistral,false,no,1,post,control,0,1.7,159,criminal,1,1
mistral,false,yes,7,post,,1,1.5,160,criminal,1,1
mistral,false,no,1,pre,control,0,1.6,161,criminal,1,1
mistral,false,no,2,pre,test,1,1.4,162,criminal,1,1
mistral,false,yes,3,pre,,1,1.5,163,criminal,1,1
mistral,false,no,3,post,,1,1.5,164,criminal,1,1
mistral,false,yes,1,pre,control,1,1.7,165,criminal,1,1
mistral,false,yes,4,pre,,1,1.6,166,criminal,1,1
mistral,false,yes,2,post,test,0,1.4,167,criminal,1,1
mistral,false,no,3,pre,,0,1.6,168,criminal,1,1
mistral,false,yes,5,post,,0,1.7,169,criminal,1,1
mistral,false,no,6,post,,0,1.5,170,criminal,1,1
mistral,false,yes,2,post,test,0,1.7,171,criminal,1,1
mistral,false,no,2,pre,test,0,1.6,172,criminal,1,1
mistral,false,no,4,post,,1,1.4,173,criminal,1,1
mistral,false,no,2,pre,test,0,1.6,174,criminal,1,1
mistral,false,yes,3,pre,,0,1.5,175,criminal,1,1
mistral,false,no,3,pre,,0,1.7,176,criminal,1,1
mistral,false,no,1,post,control,0,1.5,177,criminal,1,1
mistral,false,no,3,pre,,0,1.6,178,criminal,1,1
mistral,false,yes,2,pre,test,1,1.5,179,criminal,1,1
mistral,false,yes,2,pre,test,1,1.7,180,criminal,1,1
mistral,false,yes,6,pre,,1,1.6,181,criminal,1,1
mistral,false,yes,3,pre,,0,1.5,182,criminal,1,1
mistral,false,no,4,post,,1,1.7,183,criminal,1,1
mistral,false,yes,4,post,,1,1.5,184,criminal,1,1
mistral,false,no,7,pre,,1,1.7,185,criminal,1,1
mistral,false,yes,1,pre,control,0,1.5,186,criminal,1,1
mistral,false,no,2,post,test,0,1.6,187,criminal,1,1
mistral,false,no,1,post,control,0,1.5,188,criminal,1,1
mistral,false,yes,5,pre,,0,1.6,189,criminal,1,1
mistral,false,no,1,post,control,0,1.4,190,criminal,1,1
mistral,false,no,5,pre,,1,1.5,191,criminal,1,1
mistral,false,yes,4,pre,,0,1.5,192,criminal,1,1
mistral,false,no,2,post,test,0,1.6,193,criminal,1,1
mistral,false,yes,3,pre,,1,1.5,194,criminal,1,1
mistral,false,yes,5,pre,,1,1.5,195,criminal,1,1
mistral,false,no,1,post,control,1,1.6,196,criminal,1,1
mistral,false,no,1,pre,control,1,1.5,197,criminal,1,1
mistral,false,no,1,pre,control,0,1.5,198,criminal,1,1
mistral,false,yes,2,pre,test,1,1.4,199,criminal,1,1
mistral,false,no,2,post,test,1,1.6,200,criminal,1,1
mistral,false,yes,2,pre,test,0,1.5,201,criminal,1,1
mistral,false,no,4,post,,0,1.6,202,criminal,1,1
mistral,false,no,7,pre,,0,1.2,203,criminal,1,1
mistral,false,yes,1,pre,control,0,1.8,204,criminal,1,1
mistral,false,yes,3,post,,0,1.7,205,criminal,1,1
mistral,false,no,3,pre,,0,1.5,206,criminal,1,1
mistral,false,yes,4,post,,0,1.5,207,criminal,1,1
mistral,false,no,3,pre,,0,1.7,208,criminal,1,1
mistral,false,no,2,pre,test,1,1.6,209,criminal,1,1
mistral,false,no,2,pre,test,0,1.4,210,criminal,1,1
mistral,false,yes,2,pre,test,0,1.6,211,criminal,1,1
mistral,false,yes,3,post,,1,1.5,212,criminal,1,1
mistral,false,yes,5,pre,,1,1.6,213,criminal,1,1
mistral,false,no,1,post,control,1,1.5,214,criminal,1,1
mistral,false,no,2,pre,test,0,1.6,215,criminal,1,1
mistral,false,yes,2,pre,test,0,1.5,216,criminal,1,1
mistral,false,yes,3,pre,,1,1.6,217,criminal,1,1
mistral,false,no,6,post,,1,1.7,218,criminal,1,1
mistral,false,no,3,pre,,1,1.4,219,criminal,1,1
mistral,false,no,1,post,control,1,1.7,220,criminal,1,1
mistral,false,yes,3,post,,0,1.7,221,criminal,1,1
mistral,false,no,1,pre,control,1,1.7,222,criminal,1,1
mistral,false,yes,6,post,,1,1.2,223,criminal,1,1
mistral,false,yes,1,pre,control,0,1.7,224,criminal,1,1
mistral,false,yes,1,pre,control,1,1.5,225,criminal,1,1
mistral,false,yes,2,post,test,1,1.9,226,criminal,1,1
mistral,false,yes,1,pre,control,0,1.3,227,criminal,1,1
mistral,false,no,5,post,,0,1.6,228,criminal,1,1
mistral,false,no,4,post,,1,1.4,229,criminal,1,1
mistral,false,no,5,post,,1,1.7,230,criminal,1,1
mistral,false,no,3,post,,1,1.6,231,criminal,1,1
mistral,false,yes,5,pre,,1,1.7,232,criminal,1,1
mistral,false,no,1,pre,control,1,1.3,233,criminal,1,1
mistral,false,no,1,post,control,1,1.6,234,criminal,1,1
mistral,false,no,6,post,,0,1.7,235,criminal,1,1
mistral,false,yes,4,pre,,1,1.7,236,criminal,1,1
mistral,false,yes,4,post,,0,1.5,237,criminal,1,1
mistral,false,no,3,pre,,1,1.7,238,criminal,1,1
mistral,false,yes,7,pre,,1,1.4,239,criminal,1,1
mistral,false,no,2,post,test,0,1.6,240,criminal,1,1
mistral,false,yes,2,pre,test,0,1.8,241,criminal,1,1
mistral,false,yes,7,post,,1,1.4,242,criminal,1,1
mistral,false,no,2,post,test,1,1.8,243,criminal,1,1
mistral,false,yes,6,pre,,0,1.7,244,criminal,1,1
mistral,false,no,2,pre,test,0,1.8,245,criminal,1,1
mistral,false,no,4,post,,0,1.6,246,criminal,1,1
mistral,false,no,1,pre,control,0,1.5,247,criminal,1,1
mistral,false,no,2,post,test,1,1.3,248,criminal,1,1
mistral,false,no,5,post,,1,1.4,249,criminal,1,1
mistral,false,yes,1,post,control,1,1.5,250,criminal,1,1
mistral,false,no,1,pre,control,1,1.5,251,criminal,1,1
mistral,false,no,4,pre,,1,1.4,252,criminal,1,1
mistral,false,yes,6,pre,,1,1.8,253,criminal,1,1
mistral,false,no,6,post,,1,1.6,254,criminal,1,1
mistral,false,no,4,post,,0,1.5,255,criminal,1,1
mistral,false,yes,4,post,,1,1.5,256,criminal,1,1
mistral,false,no,1,pre,control,1,1.5,257,criminal,1,1
mistral,false,yes,5,pre,,0,1.9,258,criminal,1,1
mistral,false,yes,2,pre,test,0,1.5,259,criminal,1,1
mistral,false,yes,2,pre,test,0,1.6,260,criminal,1,1
mistral,false,no,5,pre,,1,1.3,261,criminal,1,1
mistral,false,yes,7,pre,,1,1.4,262,criminal,1,1
mistral,false,yes,1,post,control,1,1.6,263,criminal,1,1
mistral,false,no,4,post,,1,1.7,264,criminal,1,1
mistral,false,yes,1,post,control,1,1.7,265,criminal,1,1
mistral,false,no,2,post,test,1,1.6,266,criminal,1,1
mistral,false,yes,3,pre,,1,1.7,267,criminal,1,1
mistral,false,no,2,pre,test,1,1.6,268,criminal,1,1
mistral,false,no,1,post,control,1,1.6,269,criminal,1,1
mistral,false,no,4,pre,,0,1.9,270,criminal,1,1
mistral,false,no,3,post,,1,1.5,271,criminal,1,1
mistral,false,yes,1,pre,control,1,1.6,272,criminal,1,1
mistral,false,no,5,post,,1,1.6,273,criminal,1,1
mistral,false,no,1,pre,control,0,1.4,274,criminal,1,1
mistral,false,yes,3,pre,,1,1.5,275,criminal,1,1
mistral,false,yes,3,pre,,1,1.8,276,criminal,1,1
mistral,false,no,3,pre,,0,1.6,277,criminal,1,1
mistral,false,no,2,pre,test,0,1.5,278,criminal,1,1
mistral,false,yes,4,pre,,1,1.4,279,criminal,1,1
mistral,false,no,2,pre,test,0,1.4,280,criminal,1,1
mistral,false,yes,5,post,,0,1.3,281,criminal,1,1
mistral,false,yes,3,post,,1,1.6,282,criminal,1,1
mistral,false,yes,1,pre,control,0,1.4,283,criminal,1,1
mistral,false,no,6,post,,1,1.6,284,criminal,1,1
mistral,false,yes,1,pre,control,1,1.5,285,criminal,1,1
mistral,false,yes,4,post,,1,1.7,286,criminal,1,1
mistral,false,yes,2,post,test,1,1.5,287,criminal,1,1
mistral,false,no,6,post,,0,1.8,288,criminal,1,1
mistral,false,no,3,pre,,0,1.4,289,criminal,1,1
mistral,false,no,3,pre,,0,1.6,290,criminal,1,1
mistral,false,yes,3,pre,,0,1.5,291,criminal,1,1
mistral,false,no,5,pre,,1,1.6,292,criminal,1,1
mistral,false,no,3,pre,,0,1.6,293,criminal,1,1
mistral,false,no,1,pre,control,0,1.3,294,criminal,1,1
mistral,false,no,2,pre,test,1,1.3,295,criminal,1,1
mistral,false,yes,5,post,,1,1.6,296,criminal,1,1
mistral,false,no,7,pre,,0,1.6,297,criminal,1,1
mistral,false,no,4,post,,0,1.4,298,criminal,1,1
mistral,false,yes,2,post,test,0,1.5,299,criminal,1,1
mistral,false,no,6,pre,,0,1.6,300,criminal,1,1
mistral,false,yes,3,pre,,1,1.5,301,criminal,1,1
mistral,false,yes,5,pre,,0,1.5,302,criminal,1,1
mistral,false,yes,3,pre,,1,1.6,303,criminal,1,1
mistral,false,yes,3,pre,,0,1.5,304,criminal,1,1
mistral,false,yes,5,pre,,1,1.8,305,criminal,1,1
mistral,false,yes,4,pre,,1,1.9,306,criminal,1,1
mistral,false,no,1,post,control,1,1.3,307,criminal,1,1
mistral,false,no,4,pre,,1,1.6,308,criminal,1,1
mistral,false,no,4,pre,,0,1.1,309,criminal,1,1
mistral,false,no,2,post,test,0,1.4,310,criminal,1,1
mistral,false,no,3,pre,,0,1.2,311,criminal,1,1
mistral,false,yes,2,post,test,1,1.2,312,criminal,1,1
mistral,false,no,3,pre,,1,1.3,313,criminal,1,1
mistral,false,yes,3,pre,,0,1.6,314,criminal,1,1
mistral,false,yes,2,post,test,1,1.5,315,criminal,1,1
mistral,false,no,6,post,,0,1.4,316,criminal,1,1
mistral,false,no,2,post,test,0,1.7,317,criminal,1,1
mistral,false,no,3,post,,0,1.9,318,criminal,1,1
mistral,false,no,3,pre,,0,1.5,319,criminal,1,1
mistral,false,yes,1,pre,control,0,1.5,320,criminal,1,1
mistral,false,yes,1,pre,control,0,1.8,321,criminal,1,1
mistral,false,no,4,pre,,1,1.5,322,criminal,1,1
mistral,false,no,3,post,,0,1.4,323,criminal,1,1
mistral,false,yes,2,post,test,1,1.3,324,criminal,1,1
mistral,false,yes,5,post,,0,1.9,325,criminal,1,1
mistral,false,no,1,pre,control,1,1.4,326,criminal,1,1
mistral,false,yes,5,post,,0,1.6,327,criminal,1,1
mistral,false,yes,6,post,,1,1.7,328,criminal,1,1
mistral,false,yes,2,post,test,1,1.6,329,criminal,1,1
mistral,false,no,2,post,test,1,1.5,330,criminal,1,1
mistral,false,yes,3,post,,1,1.3,331,criminal,1,1
mistral,false,yes,3,pre,,1,1.8,332,criminal,1,1
mistral,false,no,1,pre,control,0,1.5,333,criminal,1,1
mistral,false,yes,7,pre,,0,1.7,334,criminal,1,1
mistral,false,yes,2,post,test,1,1.5,335,criminal,1,1
mistral,false,yes,2,post,test,0,1.6,336,criminal,1,1
mistral,false,yes,5,post,,0,1.6,337,criminal,1,1
mistral,false,no,5,post,,0,1.4,338,criminal,1,1
mistral,false,no,6,pre,,0,1.4,339,criminal,1,1
mistral,false,yes,3,pre,,0,1.4,340,criminal,1,1
mistral,false,no,2,pre,test,1,1.5,341,criminal,1,1
mistral,false,no,1,post,control,1,1.7,342,criminal,1,1
mistral,false,yes,5,pre,,0,1.5,343,criminal,1,1
mistral,false,no,1,pre,control,1,1.6,344,criminal,1,1
mistral,false,yes,4,post,,1,1.2,345,criminal,1,1
mistral,false,yes,4,pre,,1,1.7,346,criminal,1,1
mistral,false,no,3,post,,0,1.3,347,criminal,1,1
mistral,false,yes,4,pre,,0,1.7,348,criminal,1,1
mistral,false,yes,5,pre,,1,1.4,349,criminal,1,1
mistral,false,yes,3,post,,1,1.6,350,criminal,1,1
mistral,false,no,1,pre,control,0,1.9,351,criminal,1,1
mistral,false,yes,2,pre,test,0,1.4,352,criminal,1,1
mistral,false,yes,3,pre,,1,1.5,353,criminal,1,1
mistral,false,no,2,pre,test,0,1.7,354,criminal,1,1
mistral,false,yes,3,post,,0,1.5,355,criminal,1,1
mistral,false,no,3,post,,1,1.4,356,criminal,1,1
mistral,false,yes,7,post,,1,1.5,357,criminal,1,1
mistral,false,no,2,pre,test,0,1.8,358,criminal,1,1
mistral,false,yes,2,pre,test,0,1.7,359,criminal,1,1
mistral,false,yes,5,post,,0,1.8,360,criminal,1,1
mistral,false,yes,2,post,test,1,1.3,361,criminal,1,1
mistral,false,no,5,post,,1,1.8,362,criminal,1,1
mistral,false,yes,6,post,,1,1.9,363,criminal,1,1
mistral,false,no,2,pre,test,0,1.5,364,criminal,1,1
mistral,true,no,3,pre,,1,1.5,1,climate,1,1
mistral,true,yes,2,pre,test,1,1.2,2,climate,1,1
mistral,true,no,2,post,test,0,1.5,3,climate,1,1
mistral,true,yes,2,pre,test,1,1.2,4,climate,1,1
mistral,true,yes,4,post,,1,1.3,5,climate,1,1
mistral,true,yes,5,post,,1,1.3,6,climate,1,1
mistral,true,no,2,post,test,0,1.7,7,climate,1,1
mistral,true,yes,5,pre,,1,1.6,8,climate,1,1
mistral,true,no,3,pre,,1,1.5,9,climate,1,1
mistral,true,no,3,post,,0,1.6,10,climate,1,1
mistral,true,no,6,pre,,0,1.6,11,climate,1,1
mistral,true,no,1,post,control,1,1.6,12,climate,1,1
mistral,true,yes,1,pre,control,0,1.3,13,climate,1,1
mistral,true,yes,3,post,,1,1.4,14,climate,1,1
mistral,true,no,2,post,test,0,1.6,15,climate,1,1
mistral,true,yes,5,post,,1,1.6,16,climate,1,1
mistral,true,yes,2,pre,test,0,1.2,17,climate,1,1
mistral,true,no,7,post,,0,1.7,18,climate,1,1
mistral,true,no,1,pre,control,1,1.5,19,climate,1,1
mistral,true,yes,1,pre,control,1,1.5,20,climate,1,1
mistral,true,no,2,pre,test,1,1.7,21,climate,1,1
mistral,true,yes,1,pre,control,0,1.3,22,climate,1,1
mistral,true,yes,2,post,test,1,1.6,23,climate,1,1
mistral,true,no,3,pre,,1,1.8,24,climate,1,1
mistral,true,no,4,post,,0,1.7,25,climate,1,1
mistral,true,no,2,post,test,0,1.4,26,climate,1,1
mistral,true,yes,5,pre,,0,1.5,27,climate,1,1
mistral,true,yes,2,post,test,0,1.3,28,climate,1,1
mistral,true,no,3,post,,0,1.5,29,climate,1,1
mistral,true,no,5,pre,,0,1.5,30,climate,1,1
mistral,true,yes,3,post,,0,1.5,31,climate,1,1
mistral,true,no,1,pre,control,1,1.6,32,climate,1,1
mistral,true,yes,2,pre,test,0,1.8,33,climate,1,1
mistral,true,no,3,post,,0,1.8,34,climate,1,1
mistral,true,no,2,pre,test,0,1.6,35,climate,1,1
mistral,true,yes,1,pre,control,1,1.4,36,climate,1,1
mistral,true,no,7,post,,0,1.4,37,climate,1,1
mistral,true,yes,7,pre,,0,1.5,38,climate,1,1
mistral,true,yes,3,post,,1,1.6,39,climate,1,1
mistral,true,no,4,post,,0,1.5,40,climate,1,1
mistral,true,yes,1,post,control,1,1.5,41,climate,1,1
mistral,true,yes,3,post,,0,1.6,42,climate,1,1
mistral,true,no,5,pre,,0,1.8,43,climate,1,1
mistral,true,yes,3,pre,,0,1.6,44,climate,1,1
mistral,true,yes,2,post,test,0,1.5,45,climate,1,1
mistral,true,no,4,post,,1,1.7,46,climate,1,1
mistral,true,yes,3,post,,0,2,47,climate,1,1
mistral,true,no,3,pre,,0,1.4,48,climate,1,1
mistral,true,yes,2,post,test,0,1.6,49,climate,1,1
mistral,true,no,4,post,,0,1.4,50,climate,1,1
mistral,true,no,4,post,,0,1.6,51,climate,1,1
mistral,true,yes,5,pre,,1,1.6,52,climate,1,1
mistral,true,yes,5,post,,1,1.8,53,climate,1,1
mistral,true,no,1,post,control,1,1.6,54,climate,1,1
mistral,true,no,4,pre,,0,1.8,55,climate,1,1
mistral,true,yes,3,post,,1,1.7,56,climate,1,1
mistral,true,no,1,post,control,0,1.6,57,climate,1,1
mistral,true,no,4,post,,1,1.4,58,climate,1,1
mistral,true,yes,3,post,,0,1.6,59,climate,1,1
